// General information: 
//  MT Manager version: 2021.4.0 
//  XDA version: 2021.4.0 build 6323 rev 112641 built on 2021-09-28
// Device information: 
//  DeviceId: 00B4A3CC
//  ProductCode: MTW2-3A7G6
//  Firmware Version: 4.6.0
//  Hardware Version: 2.0.0
// Device settings: 
//  Filter Profile: human(46.1)
//  Option Flags: Orientation Smoother Disabled, Position/Velocity Smoother Disabled, Continuous Zero Rotation Update Disabled, AHS Disabled, ICC Disabled
// Coordinate system: ENU
PacketCounter	SampleTimeFine	Year	Month	Day	Second	Acc_X	Acc_Y	Acc_Z	FreeAcc_E	FreeAcc_N	FreeAcc_U	Gyr_X	Gyr_Y	Gyr_Z	Quat_q0	Quat_q1	Quat_q2	Quat_q3	Roll	Pitch	Yaw	Mat[1][1]	Mat[2][1]	Mat[3][1]	Mat[1][2]	Mat[2][2]	Mat[3][2]	Mat[1][3]	Mat[2][3]	Mat[3][3]	GyrTemp_X	GyrTemp_Y	GyrTemp_Z
65149						-7.774160	-0.180374	-2.862075	-1.418330	2.966591	-2.206818	-0.513257	-0.046905	-0.148470	0.596738	0.404245	0.556853	-0.412802	23.200481	86.694203	-47.416662	0.039020	-0.042458	-0.998336	0.942878	0.332362	0.022717	0.330844	-0.942196	0.053002			
65150						-7.960162	-0.183209	-3.634767	-1.686811	3.695592	-2.059848	-0.584359	0.128040	-0.194829	0.597148	0.402235	0.558852	-0.411468	21.586142	86.807559	-48.696880	0.036758	-0.041836	-0.998448	0.940994	0.337803	0.020488	0.336422	-0.940287	0.051784			
65151						-8.439274	-0.066111	-4.799596	-1.989557	4.829200	-1.628418	-0.623033	0.281501	-0.240944	0.597209	0.399938	0.561775	-0.409634	19.631363	87.022967	-50.238617	0.033218	-0.039924	-0.998650	0.938624	0.344500	0.017449	0.343339	-0.937937	0.048917			
65152						-8.810855	0.824122	-5.233346	-1.313555	5.526994	-1.243847	-0.496534	0.444097	-0.214861	0.596502	0.398771	0.564565	-0.407963	18.735936	87.306935	-50.848830	0.029665	-0.036436	-0.998896	0.936965	0.349096	0.015092	0.348161	-0.936378	0.044496			
65153						-9.352972	1.438660	-4.421039	-0.465115	4.958944	-0.631961	-0.387605	0.564392	-0.110326	0.595504	0.398204	0.567533	-0.405852	19.364317	87.650194	-49.951155	0.026381	-0.031386	-0.999159	0.935360	0.353436	0.013595	0.352712	-0.934932	0.038681			
65154						-10.078776	0.658009	-3.953145	-1.041006	4.214418	0.126964	-0.408452	0.626244	-0.019028	0.594487	0.398213	0.570281	-0.403473	22.280757	87.992744	-46.796876	0.023978	-0.025532	-0.999386	0.933906	0.357272	0.013280	0.356714	-0.933651	0.032411			
65155						-10.570567	-1.235975	-3.892147	-2.785638	3.426109	0.623540	-0.296451	0.645484	-0.056307	0.593187	0.398182	0.573172	-0.401316	25.531369	88.358418	-43.327203	0.020839	-0.019657	-0.999590	0.932564	0.360793	0.012347	0.360402	-0.932439	0.025850			
65156						-10.059245	-1.573095	-3.492830	-2.918098	2.859435	0.145768	-0.044086	0.635130	-0.142388	0.591156	0.398927	0.575446	-0.400318	29.356632	88.722071	-39.473826	0.017215	-0.014178	-0.999751	0.932422	0.361206	0.010934	0.360962	-0.932378	0.019438			
65157						-9.093223	-1.677878	-3.493010	-2.961846	2.753491	-0.793347	0.140701	0.653576	-0.162756	0.588687	0.399957	0.577700	-0.399681	35.876053	89.109399	-32.990538	0.013037	-0.008463	-0.999879	0.932684	0.360579	0.009109	0.360459	-0.932690	0.012595			
65158						-9.015671	-1.982134	-3.652168	-3.259882	2.747097	-0.847435	0.389588	0.702057	-0.151270	0.585563	0.402077	0.579307	-0.399816	54.418524	89.460986	-14.668267	0.009101	-0.002382	-0.999956	0.934087	0.356962	0.007651	0.356928	-0.934116	0.005474			
65159						-9.296535	-2.092447	-3.743488	-3.347427	2.748077	-0.535837	0.684962	0.744197	-0.120860	0.581782	0.404993	0.580686	-0.400392	111.310773	89.616690	41.880524	0.004981	0.004466	-0.999978	0.936230	0.351333	0.006233	0.351353	-0.936240	-0.002431			
65160						-9.291739	-2.011854	-4.094198	-3.337066	3.066941	-0.506573	0.984526	0.806559	-0.065589	0.577294	0.409284	0.581205	-0.401771	152.494616	89.313727	82.503559	0.001563	0.011875	-0.999928	0.939635	0.342134	0.005532	0.342175	-0.939576	-0.010624			
65161						-9.345167	-2.102451	-4.157205	-3.376177	3.054412	-0.415550	1.323771	0.878179	-0.010346	0.571989	0.414603	0.581423	-0.403585	165.922156	88.824694	95.221168	-0.001867	0.020426	-0.999790	0.943811	0.330447	0.004989	0.330480	-0.943603	-0.019895			
65162						-9.519029	-2.038714	-3.982143	-3.184007	2.872029	-0.208596	1.641459	0.951050	0.040780	0.565868	0.421326	0.580742	-0.406221	170.378971	88.282197	98.740452	-0.004555	0.029629	-0.999551	0.949099	0.314937	0.005010	0.314944	-0.948650	-0.029555			
65163						-9.608262	-1.985182	-3.838784	-3.007375	2.710978	-0.086359	1.943147	0.986479	0.078691	0.558988	0.428927	0.579633	-0.409365	172.905361	87.695373	100.181818	-0.007108	0.039579	-0.999191	0.954901	0.296884	0.004967	0.296841	-0.954093	-0.039905			
65164						-9.604581	-1.718775	-3.732136	-2.637251	2.651329	-0.058431	2.197862	1.020362	0.098692	0.551469	0.437422	0.577755	-0.413211	174.342501	87.103943	100.361783	-0.009087	0.049700	-0.998723	0.961192	0.275837	0.004981	0.275732	-0.959919	-0.050278			
65165						-9.678876	-1.250492	-3.781445	-2.107309	2.775397	0.056407	2.362369	1.058084	0.106132	0.543342	0.446365	0.575693	-0.417271	175.693739	86.473921	100.374116	-0.011075	0.060497	-0.998107	0.967380	0.253287	0.004618	0.253087	-0.965498	-0.061329			
65166						-9.855622	-0.676181	-3.847423	-1.465959	2.911830	0.275123	2.481794	1.102529	0.105449	0.534790	0.455680	0.573245	-0.421598	176.819341	85.835481	100.079043	-0.012709	0.071500	-0.997360	0.973366	0.229221	0.004029	0.228904	-0.970745	-0.072509			
65167						-10.043506	-0.342181	-3.807211	-1.021828	2.852461	0.497577	2.494054	1.160339	0.094746	0.525789	0.465188	0.570822	-0.425804	177.922337	85.151044	99.734860	-0.014293	0.083312	-0.996421	0.978845	0.204582	0.003065	0.204105	-0.975298	-0.084474			
65168						-10.296310	-0.226347	-3.745095	-0.785788	2.697021	0.779653	2.444992	1.201955	0.075521	0.516775	0.474358	0.568569	-0.429718	179.036398	84.457347	99.448795	-0.015856	0.095276	-0.995325	0.983545	0.180654	0.001624	0.179965	-0.978921	-0.096573			
65169						-10.373559	-0.161741	-3.593817	-0.588665	2.442491	0.875536	2.395735	1.235997	0.039859	0.507494	0.483386	0.566495	-0.433442	-179.761594	83.733257	99.265897	-0.017576	0.107733	-0.994024	0.987609	0.156933	-0.000454	0.155946	-0.981716	-0.109156			
65170						-10.349244	-0.201116	-3.448872	-0.505644	2.180753	0.865733	2.318363	1.264981	0.007140	0.498271	0.492000	0.564635	-0.436863	-178.570619	83.004523	99.129543	-0.019324	0.120248	-0.992556	0.990953	0.134172	-0.003038	0.132808	-0.983635	-0.121753			
65171						-10.424380	-0.140941	-3.314832	-0.330553	1.924092	0.951244	2.235599	1.284544	-0.021535	0.488939	0.500352	0.563005	-0.440013	-177.373926	82.253146	99.037016	-0.021173	0.133123	-0.990873	0.993681	0.112072	-0.006176	0.110227	-0.984743	-0.134655			
65172						-10.369755	-0.119675	-3.223298	-0.210762	1.716477	0.908462	2.126001	1.293127	-0.050142	0.479824	0.508228	0.561591	-0.442819	-176.254240	81.507736	98.939514	-0.022948	0.145882	-0.989036	0.995783	0.091232	-0.009648	0.088824	-0.985086	-0.147360			
65173						-10.288951	-0.172793	-3.301368	-0.184577	1.668513	0.863048	2.035325	1.310174	-0.079578	0.470664	0.515799	0.560469	-0.445311	-175.141624	80.739345	98.884339	-0.024853	0.158995	-0.986966	0.997362	0.071299	-0.013629	0.068203	-0.984701	-0.160348			
65174						-10.255821	-0.227994	-3.188756	-0.148519	1.426873	0.833530	1.968557	1.333772	-0.108103	0.461568	0.523075	0.559483	-0.447578	-174.083426	79.968700	98.815554	-0.026695	0.172128	-0.984713	0.998479	0.052132	-0.017955	0.048245	-0.983694	-0.173258			
65175						-10.298550	-0.160213	-3.170746	0.003610	1.266607	0.889320	1.934620	1.355582	-0.123872	0.452298	0.530251	0.558633	-0.449655	-173.052644	79.172466	98.732957	-0.028522	0.185676	-0.982197	0.999187	0.033288	-0.022722	0.028476	-0.982047	-0.186474			
65176						-10.453725	0.006680	-3.087752	0.255721	1.018360	1.036731	1.895661	1.366666	-0.141310	0.443099	0.537193	0.557817	-0.451583	-172.082274	78.381562	98.616854	-0.030174	0.199120	-0.979510	0.999503	0.014992	-0.027742	0.009161	-0.979860	-0.199473			
65177						-10.674693	0.050380	-3.114573	0.382203	0.849688	1.268007	1.847364	1.351559	-0.140581	0.433907	0.543975	0.557041	-0.453345	-171.170627	77.587122	98.462100	-0.031632	0.212615	-0.976624	0.999451	-0.002861	-0.032994	-0.009809	-0.977132	-0.212408			
65178						-10.628667	-0.080677	-3.275593	0.325049	0.867201	1.270841	1.838137	1.340222	-0.144800	0.424811	0.550577	0.556158	-0.455071	-170.310326	76.811960	98.266233	-0.032801	0.225777	-0.973627	0.999053	-0.020448	-0.038400	-0.028579	-0.973964	-0.224893			
65179						-10.542321	-0.069102	-3.241725	0.406347	0.703450	1.186946	1.913565	1.315874	-0.123354	0.415439	0.557347	0.554928	-0.456979	-169.467786	76.041091	97.994541	-0.033549	0.238882	-0.970469	0.998269	-0.038931	-0.044093	-0.048314	-0.970268	-0.237162			
65180						-10.406942	-0.078980	-3.290405	0.463780	0.638794	1.073645	1.991721	1.284229	-0.091093	0.406081	0.564142	0.553277	-0.459050	-168.681082	75.304841	97.630622	-0.033685	0.251430	-0.967289	0.997076	-0.057965	-0.049789	-0.068588	-0.966138	-0.248742			
65181						-10.346732	0.024023	-3.218593	0.626487	0.434543	0.996174	2.110977	1.244622	-0.050535	0.396424	0.571165	0.551117	-0.461400	-167.899450	74.584086	97.183132	-0.033239	0.263738	-0.964022	0.995376	-0.078237	-0.055724	-0.090119	-0.961416	-0.259918			
65182						-10.179683	0.130600	-3.144012	0.781168	0.259954	0.810315	2.220079	1.194615	-0.004369	0.386744	0.578279	0.548348	-0.464044	-167.151695	73.911394	96.640351	-0.032046	0.275265	-0.960834	0.993129	-0.099486	-0.061624	-0.112553	-0.956207	-0.270185			
65183						-9.953571	0.442656	-3.070093	1.131980	0.081989	0.550958	2.334203	1.136072	0.034596	0.376799	0.585556	0.545014	-0.467019	-166.382125	73.266167	96.039672	-0.030295	0.286328	-0.957653	0.990217	-0.121964	-0.067791	-0.136210	-0.950337	-0.279832			
65184						-9.735123	0.776925	-3.033355	1.501370	-0.067270	0.302505	2.392673	1.081009	0.072837	0.366980	0.592752	0.541219	-0.470163	-165.640751	72.671447	95.383206	-0.027943	0.296537	-0.954612	0.986698	-0.144815	-0.073867	-0.160147	-0.943978	-0.288546			
65185						-9.622862	0.852036	-3.249058	1.654417	0.021853	0.244280	2.421580	1.015702	0.116814	0.357179	0.599917	0.537038	-0.473406	-164.920728	72.109623	94.676609	-0.025046	0.306174	-0.951646	0.982537	-0.168027	-0.079919	-0.184372	-0.937030	-0.296619			
65186						-9.445978	0.979612	-3.141485	1.799481	-0.177056	0.025202	2.524265	0.949192	0.152357	0.347381	0.607042	0.532267	-0.476988	-164.181758	71.604918	93.934213	-0.021651	0.314824	-0.948903	0.977611	-0.192036	-0.086019	-0.209304	-0.929520	-0.303617			
65187						-9.348988	1.152711	-2.826882	1.936495	-0.600483	-0.189193	2.574856	0.868252	0.190522	0.337537	0.614135	0.527005	-0.480805	-163.428326	71.142445	93.159496	-0.017814	0.322725	-0.946325	0.971883	-0.216669	-0.092186	-0.234790	-0.921359	-0.309791			
65188						-9.076032	1.227014	-2.790879	2.022008	-0.680528	-0.479085	2.578469	0.784606	0.228426	0.328066	0.620935	0.521395	-0.484726	-162.700961	70.746807	92.367965	-0.013624	0.329462	-0.944071	0.965549	-0.241040	-0.098052	-0.259863	-0.912883	-0.314828			
65189						-8.840593	1.376013	-2.760187	2.176853	-0.780826	-0.739720	2.602740	0.695533	0.269632	0.318667	0.627625	0.515348	-0.488830	-161.970346	70.399144	91.550647	-0.009078	0.335343	-0.942052	0.958438	-0.265735	-0.103830	-0.285155	-0.903842	-0.318993			
65190						-8.705282	1.552394	-2.463072	2.273724	-1.155492	-0.994936	2.603238	0.595094	0.305756	0.309678	0.633976	0.508942	-0.493105	-161.250391	70.127199	90.732832	-0.004348	0.339905	-0.940450	0.950721	-0.290156	-0.109266	-0.310017	-0.894580	-0.321894			
65191						-8.714490	1.286875	-2.451087	2.024348	-1.185583	-0.975151	2.566990	0.476452	0.361813	0.301064	0.640085	0.502150	-0.497491	-160.566125	69.922913	89.883788	0.000696	0.343283	-0.939232	0.942390	-0.314412	-0.114217	-0.334515	-0.885043	-0.323726			
65192						-8.824229	1.045707	-2.373169	1.774876	-1.289746	-0.880808	2.609629	0.355561	0.418008	0.292829	0.645909	0.494824	-0.502197	-159.882193	69.808632	89.021633	0.005894	0.345106	-0.938545	0.933338	-0.338800	-0.118717	-0.358949	-0.875281	-0.324098			
65193						-8.842181	0.790293	-2.281790	1.505742	-1.345943	-0.871977	2.673212	0.209026	0.480332	0.284721	0.651579	0.486790	-0.507360	-159.167949	69.779418	88.135797	0.011244	0.345452	-0.938369	0.923276	-0.363939	-0.122918	-0.383972	-0.864992	-0.323040			
65194						-8.910284	0.217762	-2.615147	1.114399	-0.905028	-0.635621	2.820550	0.052570	0.546417	0.276758	0.657010	0.477891	-0.513189	-158.384403	69.861127	87.250754	0.016514	0.343900	-0.938861	0.912017	-0.390049	-0.126831	-0.409819	-0.854163	-0.320085			
65195						-8.905362	-0.172313	-2.784903	0.855358	-0.618874	-0.540358	3.170229	-0.087894	0.609675	0.267944	0.662647	0.467529	-0.520117	-157.406329	70.026619	86.342495	0.021790	0.340888	-0.939851	0.898338	-0.419245	-0.131234	-0.438765	-0.841444	-0.315368			
65196						-8.733240	0.029367	-2.703780	1.044005	-0.714551	-0.758402	3.596446	-0.211533	0.661492	0.258197	0.668370	0.455635	-0.528217	-156.187860	70.283872	85.449078	0.026768	0.336297	-0.941376	0.881833	-0.451463	-0.136206	-0.470801	-0.826490	-0.308642			
65197						-8.635486	0.539278	-2.632981	1.504496	-0.980429	-0.948709	3.944057	-0.309790	0.693482	0.247364	0.674190	0.442362	-0.537210	-154.742340	70.598212	84.568801	0.031442	0.330699	-0.943212	0.862245	-0.486254	-0.141742	-0.505515	-0.808823	-0.300433			
65198						-8.863074	1.054163	-2.570331	1.946659	-1.379787	-0.836136	4.194713	-0.383834	0.698028	0.235892	0.679758	0.428178	-0.546761	-153.102168	70.968212	83.762413	0.035430	0.324162	-0.945338	0.840068	-0.522037	-0.147525	-0.541323	-0.788921	-0.290814			
65199						-9.138469	1.693949	-2.370800	2.389339	-2.001601	-0.741513	4.367962	-0.457118	0.705179	0.223750	0.685106	0.413131	-0.556676	-151.295730	71.376996	83.008734	0.038869	0.316965	-0.947640	0.815190	-0.558517	-0.153375	-0.577888	-0.766545	-0.280096			
65200						-9.205502	1.874231	-2.249231	2.471380	-2.263077	-0.752686	4.392340	-0.505085	0.745852	0.211769	0.690004	0.397693	-0.566470	-149.477330	71.836587	82.274761	0.041903	0.308899	-0.950171	0.788741	-0.593988	-0.158320	-0.613295	-0.742805	-0.268532			
65201						-9.275204	1.323527	-2.464357	2.178418	-1.836621	-0.553347	4.488539	-0.555901	0.780996	0.199399	0.694659	0.381514	-0.576313	-147.580938	72.331540	81.545743	0.044622	0.300211	-0.952829	0.759876	-0.629375	-0.162713	-0.648534	-0.716771	-0.256207			
